Record;[0]\[3];[3]\[0]
214150;CaveIFWallCorner04 [STAT:00034486];Dungeons\Caves\Ice\FrozenWall\CaveIFWallCorner04.nif
214151;CaveIFWallDoor01 [STAT:00034487];Dungeons\Caves\Ice\FrozenWall\CaveIFWallDoor01.nif
214152;CaveIFWallDoor02 [STAT:00034488];Dungeons\Caves\Ice\FrozenWall\CaveIFWallDoor02.nif
214153;CaveIFWallDoorB01 [STAT:00034489];Dungeons\Caves\Ice\FrozenWall\CaveIFWallDoorB01.nif
214154;CaveIFWallDoorB02 [STAT:0003448A];Dungeons\Caves\Ice\FrozenWall\CaveIFWallDoorB02.nif
214155;CaveIFWallDoorL01 [STAT:0003448B];Dungeons\Caves\Ice\FrozenWall\CaveIFWallDoorL01.nif
214156;CaveILWallInCorner03 [STAT:0003448C];Dungeons\Caves\Ice\LargeWall\CaveILWallInCorner03.nif
214157;CaveILWallInCorner04 [STAT:0003448D];Dungeons\Caves\Ice\LargeWall\CaveILWallInCorner04.nif
214158;CaveILWallStraight01 [STAT:0003448E];Dungeons\Caves\Ice\LargeWall\CaveILWallStraight01.nif
214159;CaveILWallStraight02 [STAT:0003448F];Dungeons\Caves\Ice\LargeWall\CaveILWallStraight02.nif
214160;CaveILWallStraight03 [STAT:00034490];Dungeons\Caves\Ice\LargeWall\CaveILWallStraight03.nif
214161;CaveILWallStraight04 [STAT:00034491];Dungeons\Caves\Ice\LargeWall\CaveILWallStraight04.nif
214162;CaveILWallStraight05 [STAT:00034492];Dungeons\Caves\Ice\LargeWall\CaveILWallStraight05.nif
214163;CaveILWallStraight06 [STAT:00034493];Dungeons\Caves\Ice\LargeWall\CaveILWallStraight06.nif
214164;CaveILCeiling01 [STAT:00034494];Dungeons\Caves\Ice\LargeWall\CaveILCeiling01.nif
214165;CaveILFloor01 [STAT:00034495];Dungeons\Caves\Ice\LargeWall\CaveILFloor01.nif
214166;CaveILWallCorner01 [STAT:00034496];Dungeons\Caves\Ice\LargeWall\CaveILWallCorner01.nif
214167;CaveILWallCorner02 [STAT:00034497];Dungeons\Caves\Ice\LargeWall\CaveILWallCorner02.nif
214168;CaveILWallCorner03 [STAT:00034498];Dungeons\Caves\Ice\LargeWall\CaveILWallCorner03.nif
214169;CaveILWallCorner04 [STAT:00034499];Dungeons\Caves\Ice\LargeWall\CaveILWallCorner04.nif
214170;CaveILWallDoor01 [STAT:0003449A];Dungeons\Caves\Ice\LargeWall\CaveILWallDoor01.nif
214171;CaveILWallDoor02 [STAT:0003449B];Dungeons\Caves\Ice\LargeWall\CaveILWallDoor02.nif
214172;CaveILWallDoorB01 [STAT:0003449C];Dungeons\Caves\Ice\LargeWall\CaveILWallDoorB01.nif
214173;CaveILWallDoorB02 [STAT:0003449D];Dungeons\Caves\Ice\LargeWall\CaveILWallDoorB02.nif
214174;CaveILWallDoorL01 [STAT:0003449E];Dungeons\Caves\Ice\LargeWall\CaveILWallDoorL01.nif
214175;CaveILWallDoorL02 [STAT:0003449F];Dungeons\Caves\Ice\LargeWall\CaveILWallDoorL02.nif
214176;CaveILWallDoorLB01 [STAT:000344A0];Dungeons\Caves\Ice\LargeWall\CaveILWallDoorLB01.nif
214177;CaveILWallDoorLB02 [STAT:000344A1];Dungeons\Caves\Ice\LargeWall\CaveILWallDoorLB02.nif
214178;CaveILWallInCorner01 [STAT:000344A2];Dungeons\Caves\Ice\LargeWall\CaveILWallInCorner01.nif
214179;CaveILWallInCorner02 [STAT:000344A3];Dungeons\Caves\Ice\LargeWall\CaveILWallInCorner02.nif
214180;CaveISWallDoor01 [STAT:000344A4];Dungeons\Caves\Ice\ShaftWall\CaveISWallDoor01.nif
214181;CaveISWallDoor02 [STAT:000344A5];Dungeons\Caves\Ice\ShaftWall\CaveISWallDoor02.nif
214182;CaveISWallDoorB01 [STAT:000344A6];Dungeons\Caves\Ice\ShaftWall\CaveISWallDoorB01.nif
214183;CaveISWallDoorB02 [STAT:000344A7];Dungeons\Caves\Ice\ShaftWall\CaveISWallDoorB02.nif
214184;CaveISWallDoorL01 [STAT:000344A8];Dungeons\Caves\Ice\ShaftWall\CaveISWallDoorL01.nif
214185;CaveISWallDoorL02 [STAT:000344A9];Dungeons\Caves\Ice\ShaftWall\CaveISWallDoorL02.nif
214186;CaveISWallDoorLB01 [STAT:000344AA];Dungeons\Caves\Ice\ShaftWall\CaveISWallDoorLB01.nif
214187;CaveISWallDoorLB02 [STAT:000344AB];Dungeons\Caves\Ice\ShaftWall\CaveISWallDoorLB02.nif
214188;CaveISWallInCorner01 [STAT:000344AC];Dungeons\Caves\Ice\ShaftWall\CaveISWallInCorner01.nif
214189;CaveISWallInCorner02 [STAT:000344AD];Dungeons\Caves\Ice\ShaftWall\CaveISWallInCorner02.nif
214190;CaveISWallInCorner03 [STAT:000344AE];Dungeons\Caves\Ice\ShaftWall\CaveISWallInCorner03.nif
214191;CaveISWallInCorner04 [STAT:000344AF];Dungeons\Caves\Ice\ShaftWall\CaveISWallInCorner04.nif
214192;CaveISWallStraight01 [STAT:000344B0];Dungeons\Caves\Ice\ShaftWall\CaveISWallStraight01.nif
214193;CaveISWallStraight02 [STAT:000344B1];Dungeons\Caves\Ice\ShaftWall\CaveISWallStraight02.nif
214194;CaveISWallStraight03 [STAT:000344B2];Dungeons\Caves\Ice\ShaftWall\CaveISWallStraight03.nif
214195;CaveISWallStraight04 [STAT:000344B3];Dungeons\Caves\Ice\ShaftWall\CaveISWallStraight04.nif
214196;CaveISWallStraight05 [STAT:000344B4];Dungeons\Caves\Ice\ShaftWall\CaveISWallStraight05.nif
214197;CaveISWallStraight06 [STAT:000344B5];Dungeons\Caves\Ice\ShaftWall\CaveISWallStraight06.nif
214198;CaveISCeiling01 [STAT:000344B6];Dungeons\Caves\Ice\ShaftWall\CaveISCeiling01.nif
214199;CaveISFloor01 [STAT:000344B7];Dungeons\Caves\Ice\ShaftWall\CaveISFloor01.nif
214200;CaveISWallCorner01 [STAT:000344B8];Dungeons\Caves\Ice\ShaftWall\CaveISWallCorner01.nif
214201;CaveISWallCorner02 [STAT:000344B9];Dungeons\Caves\Ice\ShaftWall\CaveISWallCorner02.nif
214202;CaveISWallCorner03 [STAT:000344BA];Dungeons\Caves\Ice\ShaftWall\CaveISWallCorner03.nif
214203;CaveISWallCorner04 [STAT:000344BB];Dungeons\Caves\Ice\ShaftWall\CaveISWallCorner04.nif
214204;CaveILPillar03 [STAT:000344BC];Dungeons\Caves\Ice\Pillars\CaveILPillar03.nif
214205;CaveILPillar04 [STAT:000344BD];Dungeons\Caves\Ice\Pillars\CaveILPillar04.nif
214206;CaveILPillar05 [STAT:000344BE];Dungeons\Caves\Ice\Pillars\CaveILPillar05.nif
214207;CaveILPillar06 [STAT:000344BF];Dungeons\Caves\Ice\Pillars\CaveILPillar06.nif
214208;CaveIRPillar01 [STAT:000344C0];Dungeons\Caves\Ice\Pillars\CaveIRPillar01.nif
214209;CaveIRPillar02 [STAT:000344C1];Dungeons\Caves\Ice\Pillars\CaveIRPillar02.nif
214210;CaveIRPillar03 [STAT:000344C2];Dungeons\Caves\Ice\Pillars\CaveIRPillar03.nif
214211;CaveIRPillar04 [STAT:000344C3];Dungeons\Caves\Ice\Pillars\CaveIRPillar04.nif
214212;CaveIRPillar05 [STAT:000344C4];Dungeons\Caves\Ice\Pillars\CaveIRPillar05.nif
214213;CaveIRPillar06 [STAT:000344C5];Dungeons\Caves\Ice\Pillars\CaveIRPillar06.nif
214214;CaveILFPillar01 [STAT:000344C6];Dungeons\Caves\Ice\Pillars\CaveILFPillar01.nif
214215;CaveILFPillar02 [STAT:000344C7];Dungeons\Caves\Ice\Pillars\CaveILFPillar02.nif
214216;CaveILFPillar03 [STAT:000344C8];Dungeons\Caves\Ice\Pillars\CaveILFPillar03.nif
214217;CaveILFPillar04 [STAT:000344C9];Dungeons\Caves\Ice\Pillars\CaveILFPillar04.nif
214218;CaveILFPillar05 [STAT:000344CA];Dungeons\Caves\Ice\Pillars\CaveILFPillar05.nif
214219;CaveILFPillar06 [STAT:000344CB];Dungeons\Caves\Ice\Pillars\CaveILFPillar06.nif
214220;CaveILPillar01 [STAT:000344CC];Dungeons\Caves\Ice\Pillars\CaveILPillar01.nif
214221;CaveILPillar02 [STAT:000344CD];Dungeons\Caves\Ice\Pillars\CaveILPillar02.nif
214222;CaveIRWallDoor02 [STAT:000344CE];Dungeons\Caves\Ice\RockWall\CaveIRWallDoor02.nif
214223;CaveIRWallDoorB01 [STAT:000344CF];Dungeons\Caves\Ice\RockWall\CaveIRWallDoorB01.nif
214224;CaveIRWallDoorB02 [STAT:000344D0];Dungeons\Caves\Ice\RockWall\CaveIRWallDoorB02.nif
214225;CaveIRWallDoorL01 [STAT:000344D1];Dungeons\Caves\Ice\RockWall\CaveIRWallDoorL01.nif
214226;CaveIRWallDoorL02 [STAT:000344D2];Dungeons\Caves\Ice\RockWall\CaveIRWallDoorL02.nif
214227;CaveIRWallDoorLB01 [STAT:000344D3];Dungeons\Caves\Ice\RockWall\CaveIRWallDoorLB01.nif
214228;CaveIRWallDoorLB02 [STAT:000344D4];Dungeons\Caves\Ice\RockWall\CaveIRWallDoorLB02.nif
214229;CaveIRWallInCorner01 [STAT:000344D5];Dungeons\Caves\Ice\RockWall\CaveIRWallInCorner01.nif
214230;CaveIRWallInCorner02 [STAT:000344D6];Dungeons\Caves\Ice\RockWall\CaveIRWallInCorner02.nif
214231;CaveIRWallInCorner03 [STAT:000344D7];Dungeons\Caves\Ice\RockWall\CaveIRWallInCorner03.nif
214232;CaveIRWallInCorner04 [STAT:000344D8];Dungeons\Caves\Ice\RockWall\CaveIRWallInCorner04.nif
214233;CaveIRWallStraight01 [STAT:000344D9];Dungeons\Caves\Ice\RockWall\CaveIRWallStraight01.nif
214234;CaveIRWallStraight02 [STAT:000344DA];Dungeons\Caves\Ice\RockWall\CaveIRWallStraight02.nif
214235;CaveIRWallStraight03 [STAT:000344DB];Dungeons\Caves\Ice\RockWall\CaveIRWallStraight03.nif
214236;CaveIRWallStraight04 [STAT:000344DC];Dungeons\Caves\Ice\RockWall\CaveIRWallStraight04.nif
214237;CaveIRWallStraight05 [STAT:000344DD];Dungeons\Caves\Ice\RockWall\CaveIRWallStraight05.nif
214238;CaveIRWallStraight06 [STAT:000344DE];Dungeons\Caves\Ice\RockWall\CaveIRWallStraight06.nif
214239;CaveIRCeiling01 [STAT:000344DF];Dungeons\Caves\Ice\RockWall\CaveIRCeiling01.nif
214240;CaveIRFloor01 [STAT:000344E0];Dungeons\Caves\Ice\RockWall\CaveIRFloor01.nif
214241;CaveIRWallCorner01 [STAT:000344E1];Dungeons\Caves\Ice\RockWall\CaveIRWallCorner01.nif
214242;CaveIRWallCorner02 [STAT:000344E2];Dungeons\Caves\Ice\RockWall\CaveIRWallCorner02.nif
214243;CaveIRWallDoor01 [STAT:000344E3];Dungeons\Caves\Ice\RockWall\CaveIRWallDoor01.nif
214244;CaveIRBalconyCurve04 [STAT:000344E4];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyCurve04.nif
214245;CaveIRBalconyICorner01 [STAT:000344E5];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyICorner01.nif
214246;CaveIRBalconyICorner02 [STAT:000344E6];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyICorner02.nif
214247;CaveIRBalconyICorner03 [STAT:000344E7];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyICorner03.nif
214248;CaveIRBalconyICorner04 [STAT:000344E8];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyICorner04.nif
214249;CaveIRBalconyMid01 [STAT:000344E9];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyMid01.nif
214250;CaveIRBalconyMid02 [STAT:000344EA];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyMid02.nif
214251;CaveIRBalconyRamp01 [STAT:000344EB];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyRamp01.nif
214252;CaveIRBalconyRamp02 [STAT:000344EC];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyRamp02.nif
214253;CaveIRBalconyShaftBridge01 [STAT:000344ED];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyShaftBridge01.nif
214254;CaveIRBalconyShelf01 [STAT:000344EE];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyShelf01.nif
214255;CaveIRBalconyShelf02 [STAT:000344EF];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyShelf02.nif
214256;CaveIRBalconyStraight01 [STAT:000344F0];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyStraight01.nif
214257;CaveIRBalconyStraight02 [STAT:000344F1];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyStraight02.nif
214258;CaveIRBalconyStraight03 [STAT:000344F2];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyStraight03.nif
214259;CaveIRBalconyStraight04 [STAT:000344F3];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyStraight04.nif
214260;CaveIRBalconyCorner01 [STAT:000344F4];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyCorner01.nif
214261;CaveIRBalconyCorner02 [STAT:000344F5];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyCorner02.nif
214262;CaveIRBalconyCorner03 [STAT:000344F6];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyCorner03.nif
214263;CaveIRBalconyCorner04 [STAT:000344F7];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyCorner04.nif
214264;CaveIRBalconyCurve01 [STAT:000344F8];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyCurve01.nif
214265;CaveIRBalconyCurve02 [STAT:000344F9];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyCurve02.nif
214266;CaveIRBalconyCurve03 [STAT:000344FA];Dungeons\Caves\Ice\RockBalcony\CaveIRBalconyCurve03.nif
214267;CaveIIcicle03 [STAT:000344FB];Dungeons\Caves\Ice\Clutter\CaveIIcicle03.nif
214270;CaveIFBalconyCurve01 [STAT:000344FE];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyCurve01.nif
214271;CaveIFBalconyCurve02 [STAT:000344FF];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyCurve02.nif
214272;CaveIFBalconyCurve03 [STAT:00034500];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyCurve03.nif
214273;CaveIFBalconyCurve04 [STAT:00034501];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyCurve04.nif
214274;CaveIFBalconyICorner01 [STAT:00034502];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyICorner01.nif
214275;CaveIFBalconyICorner02 [STAT:00034503];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyICorner02.nif
214276;CaveIFBalconyICorner03 [STAT:00034504];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyICorner03.nif
214277;CaveIFBalconyICorner04 [STAT:00034505];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyICorner04.nif
214278;CaveIFBalconyMid01 [STAT:00034506];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyMid01.nif
214279;CaveIFBalconyMid02 [STAT:00034507];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyMid02.nif
214280;CaveIFBalconyRamp01 [STAT:00034508];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyRamp01.nif
214281;CaveIFBalconyRamp02 [STAT:00034509];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyRamp02.nif
214282;CaveIFBalconyShaftBridge01 [STAT:0003450A];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyShaftBridge01.nif
214283;CaveIFBalconyShelf01 [STAT:0003450B];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyShelf01.nif
214284;CaveIFBalconyShelf02 [STAT:0003450C];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyShelf02.nif
214285;CaveIFBalconyStraight01 [STAT:0003450D];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyStraight01.nif
214286;CaveIFBalconyStraight02 [STAT:0003450E];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyStraight02.nif
214287;CaveIFBalconyStraight03 [STAT:0003450F];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyStraight03.nif
214288;CaveIFBalconyStraight04 [STAT:00034510];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyStraight04.nif
214289;CaveIFBalconyCorner01 [STAT:00034511];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyCorner01.nif
214290;CaveIFBalconyCorner02 [STAT:00034512];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyCorner02.nif
214291;CaveIFBalconyCorner03 [STAT:00034513];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyCorner03.nif
214292;CaveIFBalconyCorner04 [STAT:00034514];Dungeons\Caves\Ice\FrozenBalcony\CaveIFBalconyCorner04.nif
215358;NorTmpExtPlatShaftBot01 [STAT:0003493E];Dungeons\Nordic\Exterior\NorTmpExtPlatShaftBot01.nif
215359;NorTmpExtPlatGuardHouse01 [STAT:0003493F];Dungeons\Nordic\Exterior\NorTmpExtPlatGaurdHouse01.nif
215360;NorTmpExtPlatGuardHouse01Snow [STAT:00034940];Dungeons\Nordic\Exterior\NorTmpExtPlatGaurdHouse01.nif
215361;NorTmpExtPlatShaftBot01Snow [STAT:00034941];Dungeons\Nordic\Exterior\NorTmpExtPlatShaftBot01.nif
216280;RuinsLinenSheet01 [STAT:00034CD8];Clutter\Ruins\RuinsLinenSheet01.nif
216281;RuinsLinenSheet02 [STAT:00034CD9];Clutter\Ruins\RuinsLinenSheet02.nif
216289;NorSarcophagusBottom [STAT:00034CE1];Clutter\Ruins\RuinsSarcophagus_Bottom01.nif
216291;NorSarcophagusTop [STAT:00034CE3];Clutter\Ruins\RuinsSarcophagus_Top01.nif
216355;SnowberryWreath [STAT:00034D23];Clutter\Floral\SnowberryWreath.nif
217237;RockM01TundraMoss [STAT:00035095];Landscape\Rocks\RockM01.nif
218446;RockShelf01FieldGrass01 [STAT:0003554E];Landscape\Rocks\RockShelf01.nif
218579;RoadStraight01End [STAT:000355D3];Landscape\Roads\RoadStraight01End.nif
218580;RoadStraight02Down01 [STAT:000355D4];Landscape\Roads\RoadStraight02Down01.nif
220023;ImpHall1Way01 [STAT:00035B77];Dungeons\Imperial\SmallHall\ImpHall1Way01.nif
220878;NorHallBg4way02 [STAT:00035ECE];Dungeons\Nordic\BgHalls\NorHallBg4way02.nif
220879;NorHallBg1way03 [STAT:00035ECF];Dungeons\Nordic\BgHalls\NorHallBg1way03.nif
220880;NorHallBg1way02 [STAT:00035ED0];Dungeons\Nordic\BgHalls\NorHallBg1way02.nif
220881;NorHallBg3way02 [STAT:00035ED1];Dungeons\Nordic\BgHalls\NorHallBg3way02.nif
220997;FireplaceWood01Off [STAT:00035F45];Clutter\Fireplace\FireplaceWood01Off.nif
221003;Campfire01LandOff [STAT:00035F4B];Clutter\WoodFires\Campfire01LandOff.nif
221004;Campfire01Off [STAT:00035F4C];Clutter\WoodFires\Campfire01Off.nif
221005;FireplaceWood01Off0000 [STAT:00035F4D];Clutter\WoodFires\FireplaceWood01Off.nif
221008;Spit01 [STAT:00035F50];Clutter\WoodFires\Spit01.nif
221038;WRArcadiaBase01 [STAT:00035F6E];Architecture\WhiteRun\WRTerrain\WRArcadiaBase01.nif
221042;WRShacksBase01 [STAT:00035F72];Architecture\WhiteRun\WRTerrain\WRShacksBase01.nif
222775;ImpHall2Way01 [STAT:00036637];Dungeons\Imperial\SmallHall\ImpHall2Way01.nif
222778;ImpHall1Way02 [STAT:0003663A];Dungeons\Imperial\SmallHall\ImpHall1Way02.nif
222779;ImpHall2Way02 [STAT:0003663B];Dungeons\Imperial\SmallHall\ImpHall2Way02.nif
222783;ImpHall3Way01 [STAT:0003663F];Dungeons\Imperial\SmallHall\ImpHall3Way01.nif
223410;RuinsFloorCandleLampMidOn [STAT:000368B2];Clutter\Ruins\RuinsFloorCandleLampMidOn.nif
223412;RuinsFloorCandleLampMidOff [STAT:000368B4];Clutter\Ruins\RuinsFloorCandleLampMidOff.nif
223416;RuinsFloorCandleLampSmallOn [STAT:000368B8];Clutter\Ruins\RuinsFloorCandleLampSmOn.nif
223418;RuinsFloorCandleLampSmallOff02 [STAT:000368BA];Clutter\Ruins\RuinsFloorCandleLampSmOff.nif
223422;RuinsFloorCandleLampMidOn02 [STAT:000368BE];Clutter\Ruins\RuinsFloorCandleLampMidOn02.nif
223424;RuinsFloorCandleLampMidOff02 [STAT:000368C0];Clutter\Ruins\RuinsFloorCandleLampMidOff02.nif
223426;RuinsFloorCandleLampSmallOn02 [STAT:000368C2];Clutter\Ruins\RuinsFloorCandleLampSmOn02.nif
223428;RuinsFloorCandleLampSmallOff [STAT:000368C4];Clutter\Ruins\RuinsFloorCandleLampSmOff02.nif
223536;ImpHall3Way02 [STAT:00036930];Dungeons\Imperial\SmallHall\ImpHall3Way02.nif
224171;1stPersonIronBattleAxe [STAT:00036BAB];Weapons\Iron\1stPersonIronBattleAxe.nif
224172;1stPersonIronBow [STAT:00036BAC];Weapons\Iron\IronBow.nif
224173;1stPersonIronDagger [STAT:00036BAD];Weapons\Iron\1stPersonIronDagger.nif
224174;1stPersonIronGreatSword [STAT:00036BAE];Weapons\Iron\1stPersonIronClaymore.nif
224175;1stPersonIronMace [STAT:00036BAF];Weapons\Iron\1stPersonIronMace.nif
224176;1stPersonIronSword [STAT:00036BB0];Weapons\Iron\1stPersonLongSword.nif
224177;1stPersonIronWarAxe [STAT:00036BB1];Weapons\Iron\1stPersonWarAxe.nif
224178;1stPersonIronWarhammer [STAT:00036BB2];Weapons\Iron\1stPersonWarHammer.nif
224198;1stPersonDwarvenWarAxe [STAT:00036BC6];Weapons\Dwarven\1stPersonDwarvenHandAxe.nif
224199;1stPersonDwarvenDagger [STAT:00036BC7];Weapons\Dwarven\1stPersonDwarvenDagger.nif
224200;1stPersonDwarvenGreatsword [STAT:00036BC8];Weapons\Dwarven\1stPersonDwarvenGreatSword.nif
224201;1stPersonDwarvenMace [STAT:00036BC9];Weapons\Dwarven\1stPersonDwarvenMace.nif
224202;1stPersonDwarvenSword [STAT:00036BCA];Weapons\Dwarven\1stPersonDwarvenSword.nif
224203;1stPersonDwarvenWarhammer [STAT:00036BCB];Weapons\Dwarven\1stPersonDwarvenWarhammer.nif
224204;1stPersonElvenWarAxe [STAT:00036BCC];Weapons\Elven\1stPersonElvenWarAxe.nif
224205;1stPersonElvenBattleaxe [STAT:00036BCD];Weapons\Elven\1stPersonElvenBattleAxe.nif
224206;1stPersonElvenGreatsword [STAT:00036BCE];Weapons\Elven\1stPersonElvenGreatSword.nif
224207;1stPersonElvenMace [STAT:00036BCF];Weapons\Elven\1stPersonElvenMace.nif
224208;1stPersonElvenDagger [STAT:00036BD0];Weapons\Elven\1stPersonElvenDagger.nif
224209;1stPersonElvenSword [STAT:00036BD1];Weapons\Elven\1stPersonElvenSword.nif
224210;1stPersonElvenWarhammer [STAT:00036BD2];Weapons\Elven\1stPersonElvenWarHammer.nif
224211;1stPersonGlassWarAxe [STAT:00036BD3];Weapons\Glass\1stPersonGlassWarAxe.nif
224212;1stPersonGlassBattleaxe [STAT:00036BD4];Weapons\Glass\1stPersonGlassBattleAxe.nif
224213;1stPersonGlassDagger [STAT:00036BD5];Weapons\Glass\1stPersonGlassDagger.nif
224214;1stPersonGlassGreatsword [STAT:00036BD6];Weapons\Glass\1stPersonGlassGreatSword.nif
224215;1stPersonGlassMace [STAT:00036BD7];Weapons\Glass\1stPersonGlassMace.nif
224216;1stPersonGlassSword [STAT:00036BD8];Weapons\Glass\1stPersonGlassSword.nif
224217;1stPersonGlassWarhammer [STAT:00036BD9];Weapons\Glass\1stPersonGlassWarHammer.nif
224218;1stPersonEbonyWarAxe [STAT:00036BDA];Weapons\Ebony\1stPersonEbonyWarAxe.nif
224219;1stPersonEbonyBattleaxe [STAT:00036BDB];Weapons\Ebony\1stPersonEbonyBattleAxe.nif
224220;1stPersonEbonyDagger [STAT:00036BDC];Weapons\Ebony\1stPersonEbonyDagger.nif
224221;1stPersonEbonyGreatsword [STAT:00036BDD];Weapons\Ebony\1stPersonEbonyGreatsword.nif
224222;1stPersonEbonyMace [STAT:00036BDE];Weapons\Ebony\1stPersonEbonyMace.nif
224223;1stPersonEbonySword [STAT:00036BDF];Weapons\Ebony\1stPersonEbonySword.nif
224224;1stPersonEbonyWarhammer [STAT:00036BE0];Weapons\Ebony\1stPersonEbonyWarhammer.nif
224225;1stPersonDwarvenBattleaxe [STAT:00036BE1];Weapons\Dwarven\1stPersonDwarvenBattleAxe.nif
224859;ImpHall4Way01 [STAT:00036E5B];Dungeons\Imperial\SmallHall\ImpHall4Way01.nif
228930;WHCandlehearthInn [STAT:00037E42];Architecture\Windhelm\WHCandlehearthInn.nif
229001;RuinsShelfLargeFull [STAT:00037E89];Clutter\Ruins\RuinShelfLargeFull01.nif
229003;RuinsShelfLargeHalf [STAT:00037E8B];Clutter\Ruins\RuinShelfLargeHalf01.nif
229005;RuinsShelfSmallFull [STAT:00037E8D];Clutter\Ruins\RuinShelfSmallFull01.nif
229007;RuinsShelfSmallHalf [STAT:00037E8F];Clutter\Ruins\RuinShelfSmallHalf01.nif
229120;SolitudeBase [STAT:00037F00];Architecture\Solitude\SolitudeBase.nif
229125;SStyrrsHouse [STAT:00037F05];Architecture\Solitude\SStyrrsHouse.nif
229126;SMuseleum [STAT:00037F06];Architecture\Solitude\SMuseleum.nif
229127;SEvetteSanHouse [STAT:00037F07];Architecture\Solitude\SEvette San House.nif
229128;SBitsandPieces [STAT:00037F08];Architecture\Solitude\SBits and Pieces.nif
229129;SHMd_Apothecary [STAT:00037F09];Architecture\Solitude\SHMd_Apothecary.nif
229130;SRaidiantRaiments [STAT:00037F0A];Architecture\Solitude\SRaidiantRaiments.nif
229131;STheWinkingSkeever [STAT:00037F0B];Architecture\Solitude\SThe Winking Skeever.nif
229132;SBardsCollege [STAT:00037F0C];Architecture\Solitude\SBardsCollege.nif
229133;SErikurHouse [STAT:00037F0D];Architecture\Solitude\SErikur House.nif
229134;SBrylingHouse [STAT:00037F0E];Architecture\Solitude\SBryling House.nif
229135;SHouseForSale [STAT:00037F0F];Architecture\Solitude\SHouseForSale.nif
230216;ImpHallDeadEnd01 [STAT:00038348];Dungeons\Imperial\SmallHall\ImpHallDeadEnd01.nif
230225;ImpHallDeadEnd02 [STAT:00038351];Dungeons\Imperial\SmallHall\ImpHallDeadEnd02.nif
230226;ImpHallDetwist01 [STAT:00038352];Dungeons\Imperial\SmallHall\ImpHallDetwist01.nif
230228;ImpHallDetwist02 [STAT:00038354];Dungeons\Imperial\SmallHall\ImpHallDetwist02.nif
230229;ImpHall1Way64R01 [STAT:00038355];Dungeons\Imperial\SmallHall\ImpHall1Way64R01.nif
230230;ImpHall1Way64U01 [STAT:00038356];Dungeons\Imperial\SmallHall\ImpHall1Way64U01.nif
230231;ImpHall1Way128D01 [STAT:00038357];Dungeons\Imperial\SmallHall\ImpHall1Way128D01.nif
230232;ImpHall1Way128L01 [STAT:00038358];Dungeons\Imperial\SmallHall\ImpHall1Way128L01.nif
230233;ImpHall1Way128R01 [STAT:00038359];Dungeons\Imperial\SmallHall\ImpHall1Way128R01.nif
230234;ImpHall1Way128U01 [STAT:0003835A];Dungeons\Imperial\SmallHall\ImpHall1Way128U01.nif
230235;ImpHall1Way64D01 [STAT:0003835B];Dungeons\Imperial\SmallHall\ImpHall1Way64D01.nif
